fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.6,0.32,0.58,16.75,0.05,43.0,163.0,0.9999,3.15,0.54,9.2,5
8.0,0.3,0.49,9.4,46,47.0,188.0,0.9964,3.14,0.48,10.0,5
7.4,0.2,0.33,1.9,35,39.0,138.0,991,3.17,0.44,11.7,7
7.1,0.18,0.26,1.3,41,20.0,71.0,0.9926,3.04,0.74,9.9,6
6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,3.08,0.59,12.5,8
6.8,0.31,0.3,8.0,28,33.0,122.0,0.99164,3.13,0.63,12.6,7
6.2,0.2,0.33,5.4,28,21.0,75.0,0.99012,3.36,0.41,13.5,7
6.4,0.32,0.27,4.9,34,18.0,122.0,0.9916,3.36,0.71,12.5,6
6.7,0.31,0.3,2.4,38,30.0,83.0,0.98867,3.09,0.36,12.8,7
6.9,0.27,0.49,23.5,57,59.0,235.0,1.0024,2.98,0.47,8.6,5
6.4,0.29,0.44,3.6,0.2,75.0,181.0,0.9942,3.02,0.41,9.1,5
6.5,0.15,0.44,12.6,52,65.0,158.0,0.99688,3.26,0.7,10.3,7
7.0,0.31,0.29,1.4,37,33.0,128.0,0.9896,3.12,0.36,12.2,7
6.0,0.22,0.25,11.1,56,112.0,177.0,0.9961,3.08,0.36,9.4,6
6.8,0.19,0.33,4.9,47,42.0,130.0,0.99283,3.12,0.56,11.0,6
6.7,0.26,0.29,7.1,36,28.0,100.0,0.99534,3.08,0.36,9.3,6
6.5,0.22,0.31,3.9,46,17.0,106.0,0.99098,3.15,0.31,11.5,5
6.9,0.21,0.33,1.4,56,35.0,136.0,0.9938,3.63,0.78,10.3,6
6.1,0.18,0.38,2.3,33,28.0,111.0,0.98962,3.16,0.49,12.4,6
7.2,0.24,0.28,1.9,32,30.0,92.0,0.9914,3.1,0.39,10.9,6
7.6,0.17,0.36,4.5,42,26.0,102.0,0.99427,3.09,0.47,9.5,5
7.1,0.24,0.41,17.8,46,39.0,145.0,0.9998,3.32,0.39,8.7,5
6.3,0.24,0.29,13.7,35,53.0,134.0,0.99567,3.17,0.38,10.6,6
6.8,0.39,0.35,11.6,44,57.0,220.0,0.99775,3.07,0.53,9.3,5
6.4,0.42,0.74,12.8,76,48.0,209.0,0.9978,3.12,0.58,9.0,6
6.6,0.36,0.21,1.5,49,39.0,184.0,0.9928,3.18,0.41,9.9,6
6.0,0.19,0.26,12.4,48,50.0,147.0,0.9972,3.3,0.36,8.9,6
6.7,0.31,0.18,7.7,43,57.0,200.0,0.99566,3.17,0.44,9.4,6
7.4,0.16,0.49,1.2,55,18.0,150.0,0.9917,3.23,0.47,11.2,6
6.4,0.28,0.17,8.3,42,61.0,195.0,0.99577,3.22,0.46,9.4,5
6.8,0.27,0.3,13.0,47,69.0,160.0,0.99705,3.16,0.5,9.6,6
7.3,0.22,0.4,14.75,42,44.5,129.5,0.9998,3.36,0.41,9.1,7
7.3,0.24,0.41,13.6,0.05,41.0,178.0,0.9988,3.37,0.43,9.7,5
6.5,0.24,0.32,7.6,38,48.0,203.0,0.9958,3.45,0.54,9.7,7
5.8,345,0.15,10.8,33,26.0,120.0,0.99494,3.25,0.49,10.0,6
5.7,0.21,0.24,2.3,47,60.0,189.0,995,3.65,0.72,10.1,6
6.2,0.3,0.31,1.6,35,40.0,106.0,0.98914,3.26,0.39,12.9,7
7.1,0.23,0.39,13.7,58,26.0,172.0,0.99755,2.9,0.46,9.0,6
7.8,0.19,0.26,8.9,39,42.0,182.0,996,3.18,0.46,9.9,6
6.7,0.21,0.37,2.5,34,35.0,89.0,0.9913,3.25,0.5,11.0,7
5.6,0.34,0.25,2.5,46,47.0,182.0,0.99093,3.21,0.4,11.3,5
7.7,0.28,0.29,4.3,51,25.0,142.0,0.9939,3.16,0.39,10.2,5
6.9,0.19,0.49,6.6,36,49.0,172.0,0.9932,3.2,0.27,11.5,6
6.3,0.25,0.22,3.3,48,41.0,161.0,0.99256,3.16,0.5,10.5,6
6.5,115,0.29,1.95,38,73.0,166.0,989,3.12,0.25,12.9,7
8.2,0.27,0.43,1.6,35,31.0,128.0,0.9916,3.1,0.5,12.3,6
6.8,0.45,0.28,26.05,31,27.0,122.0,1.00295,3.06,0.42,10.6,6
5.6,0.28,0.4,6.1,34,36.0,118.0,0.99144,3.21,0.43,12.1,7
9.9,1005,0.46,1.4,46,34.0,185.0,0.9966,3.02,0.49,10.2,4
6.5,0.23,0.2,7.5,0.05,44.0,179.0,0.99504,3.18,0.48,9.53333333333333,5
6.5,0.27,0.19,4.2,46,6.0,114.0,0.9955,3.25,0.35,8.6,4
7.2,0.24,0.3,1.6,48,27.0,131.0,0.9933,3.25,0.45,10.5,5
5.8,0.19,0.49,4.9,0.04,44.0,118.0,0.9935,3.34,0.38,9.5,7
7.8,0.29,0.36,7.0,42,38.0,161.0,0.9941,3.26,0.37,11.2,8
6.8,0.28,0.36,7.0,43,60.0,207.0,0.99556,3.16,0.49,9.6,6
7.6,0.27,0.24,3.8,58,19.0,115.0,0.9958,3.15,0.45,8.9,5
6.2,0.47,0.21,1.0,44,13.0,98.0,0.99345,3.14,0.46,9.2,5
6.0,0.21,0.29,13.1,42,28.0,125.0,0.99936,3.39,0.45,8.6,5
6.6,0.19,0.28,11.8,42,54.0,137.0,0.99492,3.18,0.37,10.8,6
7.6,0.24,0.44,3.8,37,49.0,146.0,0.9911,3.06,0.37,11.6,6
7.7,275,0.3,1.0,39,19.0,75.0,992,3.01,0.56,10.7,5
5.1,0.31,0.3,0.9,37,28.0,152.0,992,3.54,0.56,10.1,6
6.7,0.17,0.42,10.4,38,85.0,182.0,0.99628,3.04,0.44,8.9,6
6.7,0.47,0.34,8.9,43,31.0,172.0,0.9964,3.22,0.6,9.2,5
6.5,0.26,0.24,10.8,42,47.0,130.0,996,3.08,0.4,10.1,6
7.5,0.19,0.4,7.1,56,50.0,110.0,0.9954,3.06,0.52,9.9,6
5.4,0.24,0.18,2.3,0.05,22.0,145.0,0.99207,3.24,0.46,10.3,5
7.7,0.23,0.31,10.7,38,59.0,186.0,0.9969,3.12,0.55,9.5,6
6.6,0.22,0.28,4.9,42,51.0,180.0,0.9952,3.3,0.75,9.5,6
7.0,0.24,0.32,1.3,37,39.0,123.0,992,3.17,0.42,11.2,8
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7
7.9,0.16,0.74,17.85,37,52.0,187.0,0.9998,2.99,0.41,9.3,5
6.2,0.47,0.19,8.3,29,24.0,142.0,992,3.22,0.45,12.3,6
7.6,0.27,0.29,2.5,59,37.0,115.0,0.99328,3.09,0.37,9.8,5
6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,12.9,6
6.3,0.23,0.31,1.5,22,11.0,82.0,0.9892,3.3,0.4,12.9,7
6.7,0.35,0.48,8.8,56,35.0,167.0,0.99628,3.04,0.47,9.4,5
7.1,0.18,0.42,1.4,45,47.0,157.0,0.9916,2.95,0.31,10.5,6
7.3,0.25,0.42,14.2,41,57.0,182.0,0.9996,3.29,0.75,9.1,7
7.6,0.29,0.29,4.4,51,26.0,146.0,0.9939,3.16,0.39,10.2,5
6.2,0.26,0.19,3.4,49,47.0,172.0,0.9924,3.14,0.43,10.4,6
7.1,0.13,0.4,1.2,47,54.0,134.0,0.9932,3.3,0.97,9.8,7
6.8,0.32,0.37,3.4,23,19.0,87.0,0.9902,3.14,0.53,12.7,6
7.1,0.37,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,6
6.4,0.25,0.32,0.9,34,40.0,114.0,0.99114,3.31,0.58,10.8,7
8.0,0.16,0.36,1.5,33,14.0,122.0,0.9941,3.2,0.39,10.3,4
6.8,0.21,0.55,14.6,53,34.0,159.0,0.99805,2.93,0.44,9.2,5
5.4,0.18,0.24,4.8,41,30.0,113.0,0.99445,3.42,0.4,9.4,6
6.3,0.35,0.26,17.6,61,59.0,198.0,0.99918,3.11,0.49,8.8,5
7.2,0.17,0.28,17.55,0.05,33.0,154.0,0.99971,2.94,0.43,9.0,7
6.2,0.36,0.26,13.2,51,54.0,201.0,0.9976,3.25,0.46,9.0,5
7.0,0.16,0.26,6.85,47,30.0,220.0,0.99622,3.38,0.58,10.1,6
8.4,0.58,0.27,12.15,33,37.0,116.0,0.9959,2.99,0.39,10.8,6
6.5,0.19,0.28,1.4,46,22.0,90.0,0.99038,3.18,0.51,11.7,7
6.5,0.26,0.74,13.3,44,68.0,224.0,0.9972,3.18,0.54,9.5,6
7.3,0.17,0.24,8.1,121,32.0,162.0,0.99508,3.17,0.38,10.4,8
7.8,0.21,0.34,11.9,39,55.0,140.0,0.9959,3.02,0.31,10.3,6
7.3,0.2,0.26,1.6,0.04,36.0,123.0,0.99238,3.34,0.44,10.8,6
6.8,0.36,0.32,1.6,39,10.0,124.0,0.9948,3.3,0.67,9.6,5
7.6,0.4,0.27,1.2,53,23.0,193.0,0.99164,3.22,0.38,11.6,5
8.9,0.21,0.37,1.2,28,20.0,93.0,0.99244,3.2,0.37,11.5,5
6.8,0.43,0.3,3.5,33,27.0,135.0,0.9906,3.0,0.37,12.0,6
6.3,0.33,0.42,17.2,37,57.0,170.0,0.99884,3.26,0.57,9.4,6
5.3,0.31,0.38,10.5,31,53.0,140.0,0.99321,3.34,0.46,11.7,6
6.5,315,0.2,6.6,41,9.0,126.0,0.99494,2.94,0.51,8.8,5
6.8,0.26,0.33,1.5,47,44.0,167.0,0.9928,3.12,0.44,10.5,6
6.3,0.27,0.46,11.1,53,44.0,177.0,0.99691,3.18,0.67,9.4,5
8.9,0.3,0.35,4.6,32,32.0,148.0,0.99458,3.15,0.45,11.5,7
6.3,255,0.37,1.1,0.04,37.0,114.0,0.9905,3.0,0.39,10.9,6
5.6,0.19,0.27,0.9,0.04,52.0,103.0,0.99026,3.5,0.39,11.2,5
6.2,0.27,0.32,6.3,48,47.0,159.0,0.99282,3.21,0.6,11.0,6
5.8,0.32,0.23,1.5,33,39.0,121.0,0.9887,2.96,0.35,12.0,5
6.6,0.34,0.18,6.4,82,47.0,240.0,0.9971,3.42,0.48,9.2,5
7.0,0.23,0.42,1.1,62,35.0,100.0,0.99318,3.04,0.4,9.2,5
5.6,0.18,0.58,1.25,34,29.0,129.0,0.98984,3.51,0.6,12.0,7
6.1,0.28,0.27,8.0,48,41.0,162.0,0.99498,3.21,0.51,9.9,5
5.2,0.28,0.29,1.1,28,18.0,69.0,0.99168,3.24,0.54,10.0,6
6.6,0.23,0.26,1.3,45,16.0,128.0,0.9934,3.36,0.6,10.0,6
7.5,0.29,0.26,14.95,67,47.0,178.0,0.99838,3.04,0.49,9.2,4
5.9,0.36,0.04,5.7,46,21.0,87.0,0.9934,3.22,0.51,10.2,5
6.6,0.34,0.27,6.2,59,23.0,136.0,0.9957,3.3,0.49,10.1,6
6.6,0.21,0.29,5.35,29,43.0,106.0,0.99112,2.93,0.43,11.5,7
6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,3.08,0.59,12.5,8
6.5,0.32,0.48,8.0,26,18.0,88.0,0.99144,3.22,0.79,12.7,4
7.5,0.24,0.29,1.1,46,34.0,84.0,0.9902,3.04,0.39,11.45,6
6.1,0.2,0.4,1.9,28,32.0,138.0,0.9914,3.26,0.72,11.7,5
6.1,0.24,0.3,1.5,45,22.0,61.0,992,3.31,0.54,10.4,5
6.8,0.18,0.37,1.6,55,47.0,154.0,0.9934,3.08,0.45,9.1,5
7.1,0.3,0.36,6.8,55,44.5,234.0,0.9972,3.49,0.64,10.2,6
6.6,0.25,0.25,1.3,0.04,28.0,85.0,0.98984,2.87,0.48,11.2,6
5.4,415,0.19,1.6,39,27.0,88.0,0.99265,3.54,0.41,10.0,7
7.5,305,0.4,18.9,59,44.0,170.0,1.0,2.99,0.46,9.0,5
7.1,0.34,0.31,5.2,32,36.0,140.0,0.99166,3.35,0.47,12.3,7
9.2,0.34,0.54,17.3,0.06,46.0,235.0,1.00182,3.08,0.61,8.8,6
6.7,0.24,0.3,10.2,0.07,44.0,179.0,0.99666,2.86,0.46,8.9,6
6.5,0.33,0.3,3.8,36,34.0,88.0,0.99028,3.25,0.63,12.5,7
7.5,0.26,0.25,1.7,38,29.0,129.0,0.99312,3.45,0.56,10.4,6
9.6,0.25,0.54,1.3,0.04,16.0,160.0,0.9938,2.94,0.43,10.5,5
7.9,0.34,0.44,6.5,27,47.0,126.0,0.99124,2.96,0.37,12.5,6
5.2,0.16,0.34,0.8,29,26.0,77.0,0.99155,3.25,0.51,10.1,6
7.1,0.26,0.29,12.4,44,62.0,240.0,0.9969,3.04,0.42,9.2,6
7.0,0.13,0.37,12.85,42,36.0,105.0,0.99581,3.05,0.55,10.7,6
6.8,0.3,0.26,20.3,37,45.0,150.0,0.99727,3.04,0.38,12.3,6
7.6,0.32,0.34,18.35,54,44.0,197.0,1.0008,3.22,0.55,9.0,5
6.3,0.39,0.24,6.9,69,9.0,117.0,0.9942,3.15,0.35,10.2,4
7.8,0.18,0.46,12.6,42,41.0,143.0,1.0,3.24,0.76,8.5,8
8.1,0.2,0.28,0.9,23,49.0,87.0,0.99062,2.92,0.36,11.1,6
6.0,0.38,0.26,3.5,35,38.0,111.0,0.98872,3.18,0.47,13.6,7
7.2,0.13,0.46,1.3,44,48.0,111.0,0.99127,2.97,0.45,11.1,5
6.3,0.3,0.2,3.7,39,34.0,132.0,0.99158,3.0,0.38,10.7,5
7.4,0.32,0.27,12.9,0.04,60.0,221.0,0.99831,3.05,0.66,9.4,5
6.7,0.27,0.69,1.2,176,36.0,106.0,0.99288,2.96,0.43,9.2,6
6.0,0.19,0.37,9.7,32,17.0,50.0,0.9932,3.08,0.66,12.0,6
6.4,0.16,0.44,1.2,51,39.0,122.0,0.99058,3.11,0.75,11.3,7
8.3,0.15,0.39,1.3,55,32.0,146.0,993,3.08,0.39,10.5,6
7.0,0.15,0.28,14.7,51,29.0,149.0,0.99792,2.96,0.39,9.0,7
6.7,0.26,0.26,4.1,73,36.0,202.0,0.9956,3.3,0.67,9.5,5
6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,3.24,0.43,11.3,6
6.5,0.23,0.33,13.8,42,25.0,139.0,0.99695,3.35,0.56,10.4,6
6.4,0.55,0.26,9.6,27,20.0,104.0,0.9924,3.22,0.73,13.1,6
6.1,0.37,0.46,12.0,42,61.0,210.0,997,3.17,0.59,9.7,6
7.2,0.23,0.39,14.2,58,49.0,192.0,0.9979,2.98,0.48,9.0,7
5.5,0.34,0.26,2.2,21,31.0,119.0,0.98919,3.55,0.49,13.0,8
9.1,0.27,0.32,1.1,31,15.0,151.0,0.9936,3.03,0.41,10.6,5
5.2,0.36,0.02,1.6,31,24.0,104.0,0.9896,3.44,0.35,12.2,6
8.6,0.17,0.28,2.7,47,38.0,150.0,0.99365,3.1,0.56,10.8,6
6.4,0.45,0.07,1.1,0.03,10.0,131.0,0.9905,2.97,0.28,10.8,5
6.6,0.41,0.24,4.9,158,47.0,144.0,0.99471,3.17,0.49,9.4,5
7.2,0.25,0.39,18.95,38,42.0,155.0,0.9999,2.97,0.47,9.0,6
6.5,0.24,0.24,1.6,46,15.0,60.0,0.9928,3.19,0.39,9.8,5
6.4,0.62,0.12,4.7,0.06,33.0,196.0,0.99556,3.22,0.48,8.9,5
4.8,225,0.38,1.2,74,47.0,130.0,0.99132,3.31,0.4,10.3,6
7.4,0.26,0.3,7.9,49,38.0,157.0,0.9963,3.13,0.48,8.9,6
6.7,0.31,0.3,2.4,38,30.0,83.0,0.98867,3.09,0.36,12.8,7
6.0,0.27,0.19,1.7,0.02,24.0,110.0,0.9898,3.32,0.47,12.6,7
7.0,0.16,0.26,7.3,47,30.0,220.0,0.99622,3.38,0.58,10.1,6
6.2,0.24,0.29,13.3,39,49.0,130.0,0.9952,3.33,0.46,11.0,8
5.8,0.28,0.27,2.6,54,30.0,156.0,0.9914,3.53,0.42,12.4,5
7.3,0.4,0.24,6.7,58,41.0,166.0,995,3.2,0.41,9.9,6
7.3,0.33,0.4,6.85,38,32.0,138.0,992,3.03,0.3,11.9,7
5.6,0.25,0.26,3.6,37,18.0,115.0,0.9904,3.42,0.5,12.6,6
7.9,0.3,0.27,8.5,36,20.0,112.0,0.9939,2.96,0.46,11.7,6
8.9,0.26,0.33,8.1,24,47.0,202.0,0.99558,3.13,0.46,10.8,6
7.0,0.2,0.34,5.7,35,32.0,83.0,0.9928,3.19,0.46,11.5,6
7.0,0.2,0.74,0.8,44,19.0,163.0,0.9931,3.46,0.53,10.2,5
6.2,0.34,0.3,11.1,47,28.0,237.0,0.9981,3.18,0.49,8.7,5
7.8,0.25,0.37,1.0,43,10.0,80.0,0.99128,3.08,0.38,11.4,5
7.4,0.24,0.22,10.7,42,26.0,81.0,0.9954,2.86,0.36,9.7,6
5.6,0.2,0.22,1.3,49,25.0,155.0,0.99296,3.74,0.43,10.0,5
6.7,0.2,0.42,14.0,38,83.0,160.0,0.9987,3.16,0.5,9.4,6
6.7,0.18,0.3,6.4,48,40.0,251.0,0.9956,3.29,0.52,10.0,5
8.2,0.27,0.43,1.6,35,31.0,128.0,0.9916,3.1,0.5,12.3,6
5.7,0.2,0.3,2.5,46,38.0,125.0,0.99276,3.34,0.5,9.9,6
7.4,0.17,0.4,5.5,37,34.0,161.0,0.9935,3.05,0.62,11.5,4
6.0,0.28,0.25,1.8,42,8.0,108.0,0.9929,3.08,0.55,9.0,5
8.0,0.17,0.29,2.4,29,52.0,119.0,0.98944,3.03,0.33,12.9,6
6.3,0.34,0.33,4.6,34,19.0,80.0,0.9917,3.38,0.58,12.0,7
5.8,0.29,0.15,1.1,29,12.0,83.0,0.9898,3.3,0.4,11.4,6
7.5,0.32,0.26,1.8,42,13.0,133.0,0.9938,3.07,0.38,9.5,5
6.6,0.46,0.49,7.4,52,19.0,184.0,0.9956,3.11,0.38,9.0,5
7.5,0.33,0.36,2.6,51,26.0,126.0,0.99097,3.32,0.53,12.7,6
8.2,0.2,0.49,3.5,57,14.0,108.0,0.9928,3.19,0.35,11.5,6
6.9,0.22,0.28,7.8,0.05,43.0,116.0,0.99326,3.22,0.6,11.5,8
7.0,0.27,0.32,6.8,47,47.0,193.0,0.9938,3.23,0.39,11.4,6
6.4,0.24,0.32,14.9,47,54.0,162.0,0.9968,3.28,0.5,10.2,6
6.4,0.22,0.38,9.1,44,35.0,127.0,0.99326,2.97,0.3,11.0,7
8.1,0.34,0.28,7.5,0.04,70.0,230.0,0.99558,3.14,0.55,9.8,6
6.4,0.22,0.31,13.9,0.04,57.0,135.0,0.99672,3.21,0.38,10.7,5
7.1,0.09,0.3,6.2,32,24.0,134.0,993,2.99,0.39,10.9,6
6.8,0.21,0.36,18.1,46,32.0,133.0,1.0,3.27,0.48,8.8,5
7.9,0.27,0.27,1.7,34,25.0,122.0,0.99088,2.97,0.51,11.9,6
8.5,0.21,0.41,4.3,36,24.0,99.0,0.9947,3.18,0.53,9.7,6
6.3,0.26,0.24,7.2,39,38.0,172.0,0.9958,3.49,0.64,9.7,6
5.4,0.17,0.27,2.7,49,28.0,104.0,0.99224,3.46,0.55,10.3,6
7.7,0.25,0.43,4.5,62,20.0,115.0,0.9966,3.38,0.5,9.9,6
5.1,0.29,0.28,8.3,26,27.0,107.0,0.99308,3.36,0.37,11.0,6
6.6,0.35,0.26,2.7,45,19.0,129.0,0.98952,3.24,0.48,13.0,7
6.9,0.44,0.42,8.5,48,10.0,147.0,0.9974,3.32,0.46,9.5,6
7.4,0.16,0.33,1.2,42,47.0,121.0,0.99198,3.04,0.68,10.5,7
7.6,0.23,0.26,15.3,67,32.0,166.0,0.9986,3.03,0.44,9.2,4
7.3,0.2,0.37,1.2,37,48.0,119.0,992,3.32,0.49,10.9,6
5.7,265,0.28,6.9,36,46.0,150.0,0.99299,3.36,0.44,10.8,7
8.2,0.23,0.4,7.5,49,12.0,76.0,0.9966,3.06,0.84,9.7,6
7.0,0.34,0.3,1.8,45,44.0,142.0,0.9914,2.99,0.45,10.8,6
6.8,0.24,0.4,1.8,47,34.0,105.0,0.99,3.13,0.49,12.8,8
7.7,0.29,0.48,2.3,49,36.0,178.0,0.9931,3.17,0.64,10.6,6
7.0,0.46,0.2,16.7,46,50.0,184.0,0.99898,3.08,0.56,9.4,5
7.2,0.37,0.4,11.6,32,34.0,214.0,0.9963,3.1,0.51,9.8,6
8.2,0.31,0.43,7.0,47,18.0,87.0,0.99628,3.23,0.64,10.6,5
7.6,0.19,0.38,10.6,0.06,48.0,174.0,0.9962,3.13,0.38,10.5,6
6.6,0.37,0.24,2.0,64,23.0,120.0,0.9946,3.32,0.54,9.4,5
7.7,0.3,0.42,14.3,45,45.0,213.0,0.9991,3.18,0.63,9.2,5
6.9,0.32,0.13,7.8,42,11.0,117.0,996,3.23,0.37,9.2,5
6.4,0.25,0.3,5.5,38,15.0,129.0,0.9948,3.14,0.49,9.6,6
6.8,0.15,0.41,12.9,44,79.5,183.0,0.99742,3.24,0.78,10.2,6
8.5,0.17,0.31,1.0,24,13.0,91.0,993,2.79,0.37,10.1,5
7.9,0.16,0.3,7.4,0.05,58.0,152.0,0.99612,3.12,0.37,9.5,6
6.4,0.29,0.2,15.6,0.04,20.0,142.0,0.9962,3.1,0.54,10.6,5
8.0,0.26,0.28,8.2,38,72.0,202.0,0.99566,3.12,0.56,10.0,6
7.6,0.19,0.41,1.1,0.04,38.0,143.0,0.9907,2.92,0.42,11.4,5
8.1,0.24,0.32,10.5,0.03,34.0,105.0,0.99407,3.11,0.42,11.8,6
6.7,0.31,0.42,6.4,57,25.0,148.0,0.9955,3.16,0.45,9.6,5
6.4,0.14,0.28,7.9,57,21.0,82.0,0.99425,3.26,0.36,10.0,6
6.8,0.26,0.32,7.0,41,38.0,118.0,0.9939,3.25,0.52,10.8,6
8.6,0.55,0.35,15.55,57,35.5,366.5,1.0001,3.04,0.63,11.0,3
6.3,0.24,0.55,8.1,0.04,67.0,216.0,0.99596,3.24,0.5,9.2,5
6.4,0.38,0.26,8.2,43,28.0,98.0,0.99234,2.99,0.31,11.4,6
6.4,0.23,0.27,2.1,42,35.0,100.0,0.99094,3.03,0.63,10.9,6
6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,5
6.7,0.24,0.32,9.0,23,20.0,109.0,0.99262,3.34,0.35,12.6,6
7.8,0.25,0.34,13.7,44,66.0,184.0,0.99976,3.22,0.75,8.9,5
7.0,0.36,0.32,10.5,45,35.0,135.0,0.9935,3.09,0.33,11.6,8
6.8,0.24,0.33,3.2,49,68.0,161.0,0.99324,3.1,0.69,10.2,6
5.7,0.1,0.27,1.3,47,21.0,100.0,0.9928,3.27,0.46,9.5,5
6.6,0.24,0.33,10.1,32,8.0,81.0,0.99626,3.19,0.51,9.8,6
6.9,0.23,0.24,14.2,53,19.0,94.0,0.9982,3.17,0.5,9.6,5
6.7,0.2,0.37,1.65,25,42.0,103.0,0.99022,3.11,0.45,11.4,5
5.9,0.22,0.3,1.3,52,42.0,86.0,0.99069,3.31,0.47,11.55,6
8.6,0.16,0.49,7.3,43,9.0,63.0,0.9953,3.13,0.59,10.5,6
6.5,0.26,0.32,6.65,59,34.0,104.0,0.99254,3.18,0.42,11.1,5
5.7,0.45,0.42,1.1,51,61.0,197.0,0.9932,3.02,0.4,9.0,5
7.8,0.22,0.26,9.0,47,38.0,132.0,997,3.25,0.53,10.2,6
6.9,0.19,0.35,13.5,38,49.0,118.0,0.99546,3.0,0.63,10.7,6
7.0,0.28,0.32,1.7,38,27.0,128.0,0.99375,3.2,0.62,10.2,6
6.4,105,0.29,1.1,35,44.0,140.0,0.99142,3.17,0.55,10.7,7
7.2,0.4,0.49,1.1,48,11.0,138.0,0.9929,3.01,0.42,9.3,5
6.4,225,0.48,2.2,115,29.0,104.0,0.9918,3.24,0.58,12.1,6
8.6,0.23,0.25,11.3,31,13.0,96.0,0.99645,3.11,0.4,10.8,5
7.4,0.3,0.22,1.4,46,16.0,135.0,0.9928,3.08,0.77,10.4,7
6.9,0.33,0.28,1.3,51,37.0,187.0,0.9927,3.27,0.6,10.3,5
6.0,0.32,0.32,4.8,41,40.0,186.0,0.99235,3.22,0.54,11.0,6
5.8,0.28,0.18,1.2,58,7.0,108.0,0.99288,3.23,0.58,9.55,4
7.5,0.19,0.49,1.8,55,19.0,110.0,0.9946,3.33,0.44,9.9,5
7.3,0.26,0.33,11.8,57,48.0,127.0,0.99693,3.1,0.55,10.0,6
8.0,0.27,0.57,10.4,53,18.0,134.0,0.99732,3.12,0.68,9.0,5
5.7,0.27,0.32,1.2,46,20.0,155.0,0.9934,3.8,0.41,10.2,6
9.8,0.31,0.49,15.4,46,13.0,119.0,1.0004,3.18,0.45,9.5,5
8.3,0.36,0.57,15.0,52,35.0,256.0,1.0001,2.93,0.64,8.6,5
6.9,0.54,0.32,13.2,0.05,53.0,236.0,0.9973,3.2,0.5,9.6,5
6.9,0.3,0.21,15.7,56,49.0,159.0,0.99827,3.11,0.48,9.0,5
6.9,0.23,0.38,8.3,47,47.0,162.0,0.9954,3.34,0.52,10.5,7
7.0,0.28,0.28,1.4,39,12.0,83.0,0.99173,3.18,0.65,11.1,5
6.8,0.28,0.36,8.0,45,28.0,123.0,0.9928,3.02,0.37,11.4,6
7.3,0.22,0.4,14.75,42,44.5,129.5,0.9998,3.36,0.41,9.1,7
7.6,0.15,0.4,1.3,36,24.0,112.0,0.9932,3.14,0.76,10.0,5
6.9,0.22,0.43,6.4,42,34.0,115.0,0.99293,3.05,0.51,10.8,6
7.2,0.34,0.34,12.6,48,7.0,41.0,0.9942,3.19,0.4,11.7,5
5.2,0.2,0.27,3.2,47,16.0,93.0,0.99235,3.44,0.53,10.1,7
6.3,0.37,0.28,6.3,34,45.0,152.0,0.9921,3.29,0.46,11.6,7
6.5,0.29,0.52,7.9,49,35.0,192.0,0.99551,3.16,0.51,9.5,6
7.6,0.26,0.58,7.9,41,62.0,180.0,0.9966,3.07,0.38,9.0,5
7.2,0.26,0.38,1.5,61,12.0,120.0,0.99192,3.18,0.46,10.4,5
6.4,0.27,0.17,8.4,44,60.0,198.0,0.99578,3.21,0.47,9.4,5
5.9,0.21,0.24,12.1,44,53.0,165.0,0.9969,3.25,0.39,9.5,5
7.7,0.2,0.44,13.9,0.05,44.0,130.0,0.99855,3.11,0.48,10.0,6
6.8,0.29,0.49,1.4,142,52.0,148.0,0.9937,3.08,0.49,9.0,6
6.5,0.3,0.27,4.0,38,37.0,97.0,0.99026,3.2,0.6,12.6,8
7.0,0.33,0.32,1.2,53,38.0,138.0,0.9906,3.13,0.28,11.2,6
7.0,0.21,0.28,8.7,45,37.0,222.0,0.9954,3.25,0.54,10.4,6
6.3,0.27,0.37,7.9,47,58.0,215.0,0.99542,3.19,0.48,9.5,6
7.4,0.17,0.29,1.4,47,23.0,107.0,0.9939,3.52,0.65,10.4,6
6.9,0.25,0.26,5.2,24,36.0,135.0,0.9948,3.16,0.72,10.7,7
8.1,0.33,0.22,5.2,47,24.0,151.0,0.99527,3.22,0.47,10.3,5
7.5,0.33,0.28,4.9,42,21.0,155.0,0.99385,3.36,0.57,10.9,6
7.3,0.4,0.28,6.5,37,26.0,97.0,0.99148,3.16,0.58,12.6,7
6.4,0.16,0.25,1.4,57,21.0,125.0,0.99091,3.23,0.44,11.1,7
7.1,0.23,0.35,16.5,0.04,60.0,171.0,999,3.16,0.59,9.1,6
6.0,0.14,0.17,5.6,36,37.0,127.0,0.99373,3.05,0.57,9.8,6
6.8,0.23,0.32,1.6,26,43.0,147.0,0.9904,3.29,0.54,12.5,6
